("Harris County Sheriff's Office, U.S. Marshals Service", 2)
('Blytheville Police Department', 2)
('Pagedale Police Department', 2)
("Tuscola County Sheriff's Office", 2)
('Oil City Police Department', 2)
('Rush Springs Police Department', 2)
('Princeton Police Department', 2)
('Warwick Police Department', 2)
('Harrisonburg Police Department', 2)
("Grenada County Sheriff's Office", 2)
("Nevada County Sheriff's Office", 2)
('Science Hill Police Department', 2)
('Weymouth Police Department', 2)
('Bixby Police Department', 2)
("Simpson County Sheriff's Office", 2)
('Tarboro Police Department', 2)
('Wilson Police Department', 2)
("Island County Sheriff's Office", 2)
("Meade County Sheriff's Office, Vine Grove Police Department, Radcliff Police Department", 2)
('Hoover Police Department', 2)
('Calhoun Police Department', 2)
('Pine Lake Police Department', 2)
("Gloucester County Sheriff's Office", 2)
('La Salle Police Department', 2)
("Porter County Sheriff's Office", 2)
("Hubbard County Sheriff's Office", 2)
('Murfreesboro Police Department', 2)
('Kissimmee Police Department', 2)
('Ocoee Police Department', 2)
('Dalhart Police Department', 2)
('Lewiston Police Department', 2)
('South Carolina State Highway Patrol', 2)
("Columbia County Sheriff's Office, Portage Police Department, Wisconsin State Patrol", 2)
('Farmington Hills Police Department', 2)
('Tehachapi Police Department', 2)
('East Chicago Police Department', 2)
('Bellefontaine Neighbors Police Department', 2)
("Gaston County Sheriff's Office", 2)
("Burke County Sheriff's Office", 2)
('Caledonia Police Department', 2)
('North Aurora Police Department', 2)
('Oakridge Police Department', 2)
('Horn Lake Police Department', 2)
('Madison Police Department, Indiana State Police', 2)
('Dodge City Police Department', 2)
('Kansas CIty Police Department', 2)
('National Park Service', 2)
('Ormond Beach Police Department', 2)
('Saraland Police Department', 2)
("Reno Police Department, Springtown Police Department, Parker County Sheriff's Office", 2)
('Chicago Heights Police Department', 2)
('Elwood Police Department', 2)
("Ashtabula County Sheriff's Office, Jefferson Village Police Department", 2)
('Gridley Police Department', 2)
('Excelsior Springs Police Department', 2)
("Tunica County Sheriff's Office", 2)
("Hendry County Sheriff's Office", 2)
('Yukon Police Department, Mustang Police Department', 2)
('Oklahoma Highway Patrol, Oklahoma City Police Department', 2)
('Adrian Township Police Department', 2)
('Union County Police Department', 2)
('West Shore Regional Police Department', 2)
('Altus Police Department', 2)
('Virginia Department of Game and Inland Fisheries', 2)
('Swainsboro Police Department', 2)
("Whatcom County Sheriff's Office", 2)
('U.S. Federal Bureau of Investigation, Michigan State Police', 2)
('California Highway Patrol, Sacramento Police Department', 2)
('Addis Police Department', 2)
("Boise County Sheriff's Office", 2)
('Frederic Police Department', 2)
('Lemoore Police Department', 2)
('Littlefield Police Department', 2)
("Harlan County Sheriff's Office", 2)
('East Troy Police Department', 2)
('Hazel Park Police Department', 2)
('Douglass Township Police Department', 2)
('Daleville Police Department', 2)
('Goodlettsville Police Department', 2)
("Turner County Sheriff's Office", 2)
('Charlottesville Police Department', 2)
('Georgia Bureau of Investigation', 2)
('Belvidere Police Department', 2)
("Marin County Sheriff's Office", 2)
('Fortville Police Department', 2)
("Green Lake County Sheriff's Office", 2)
('Elizabeth City Police Department', 2)
('Malakoff Police Department', 2)
('Kansas Bureau of Investigation', 2)
('Woonsocket Police Department', 2)
('Scott Police Department', 2)
('Blue Island Police Department', 2)
('Chicago Police Department, Morton Grove Police Department', 2)
('Anadarko Police Department', 2)
('Emeryville Police Department', 2)
('Pennsylvania State Police, Philadelphia Police Department', 2)
('Arcadia Police Department', 2)
('Department of General Services', 2)
('Laconia Police Department', 2)
('Churubusco Police Department', 2)
('Oakland Police Department, California Highway Patrol', 2)
('Madison Township Police Department', 2)
('Red Lake Police Department', 2)
('Jerseyville Police Department', 2)
("San Diego County Sheriff's Office, California Highway Patrol", 2)
('Sharpsburg Police Department', 2)
('Warrior Police Department', 2)
('Perryopolis Police Department', 2)
('Nashua Police Department', 2)
("Van Zandt County Sheriff's Office", 2)
('Waldoboro Police Department', 2)
("St. Francisville Police Department, West Feliciana Parish Sheriff's Office", 2)
("Arizona Department of Public Safety, Maricopa County Sheriff's Office, Chandler Police Department", 2)
('Alamosa Police Department', 2)
('Statesboro Police Department', 2)
('Okmulgee Police Department', 2)
('Lisle Police Department', 2)
('Naples Police Department', 2)
("Reedsport Police Department, Douglas County Sheriff's Office", 2)
('Jupiter Police Department', 2)
("San Patricio County Sheriff's Office", 2)
('U.S. Forest Service', 2)
("Daviess County Sheriff's Office", 2)
('Tchula Police Department', 2)
('Phillipsburg Police Department', 2)
('Lake Jackson Police Department', 2)
("Hennepin County Sheriff's Office", 2)
("Kalamazoo County Sheriff's Office", 2)
('Brick Township Police Department', 2)
('Howell Township Police Department', 2)
("Avoyelles Parish Sheriff's Office", 2)
('Redlands Police Department, San Bernardino Police Department', 2)
('Stroud Area Regional Police Department', 2)
('Velda City Police Department', 2)
('Braintree Police Department', 2)
('West Springfield Police Department', 2)
('Upper Saucon Township Police Department', 2)
("Montezuma County Sheriff's Office", 2)
('Huntersville Police Department', 2)
('Keizer Police Department', 2)
